1,2,rep_fid,cred,birthyear_S2,birthmonth_S2,gender_S2,birthyear_S1,birthmonth_S1,gender_S1
360091107,360091108,131729,3,2010,6,1,2010,6,1
360091401,360091402,360091,NA,1982,3,1,1984,3,1
360092103,360092104,360092,2,1994,12,0,1993,9,1
360093112,360093113,333995,2,2005,7,0,2005,7,0
360093112,360093111,333995,2,2001,9,1,2005,7,0
360093113,360093111,333995,2,2001,9,1,2005,7,0
360093114,360093401,360093,2,2010,2,0,2008,6,0
360093114,360093501,360093,2,2013,10,1,2008,6,0
360093401,360093501,360093,3,2013,10,1,2010,2,0
360095108,360095401,360095,2,2011,3,0,2007,12,1
360095108,360095601,360095,NA,2014,10,0,2007,12,1
360095401,360095601,360095,NA,2014,10,0,2011,3,0
360095501,360095109,360095,NA,2007,9,1,2011,11,1
360095502,360095109,360095,2,2007,9,1,2013,11,0
360095502,360095501,360095,NA,2011,11,1,2013,11,0
360097104,360097103,360097,NA,1970,6,1,1972,2,1
360097107,360097108,360097,2,1995,11,0,2000,10,1
360097109,360097401,360097,NA,1996,5,1,2006,8,1
360099105,932536402,932536,0,2009,3,0,2003,9,0
360099105,932536401,932536,0,2009,3,1,2003,9,0
360101103,360101104,360101,NA,1993,12,1,1992,3,1
360107503,360107551,360107,NA,2015,5,1,2013,7,1
360112104,360112103,360112,NA,1982,9,1,1984,3,1
360112105,360112103,360112,NA,1982,9,1,1986,5,1
360112105,360112106,360112,NA,1995,11,0,1986,5,1
360112105,360112104,360112,NA,1984,3,1,1986,5,1
360112106,360112104,360112,1,1984,3,1,1995,11,0
360112106,360112103,360112,NA,1982,9,1,1995,11,0
360112401,360112109,360112,0,2009,10,0,2011,8,1
360112402,360112551,360112,1,2015,6,1,2012,2,1
360113103,360113104,360113,2,2006,5,1,2000,10,0
360113106,360113109,360113,NA,1973,10,1,1979,11,1
360113106,360113108,360113,NA,1976,12,1,1979,11,1
360113108,360113109,360113,NA,1973,10,1,1976,12,1
360115521,360115522,226508,3,2013,6,1,2012,12,1
360117103,360117104,360117,2,1996,4,0,1991,8,1
360118105,360118106,360118,2,2009,1,0,2004,2,0
360118105,360118107,360118,NA,2010,11,1,2004,2,0
360118106,360118107,360118,NA,2010,11,1,2009,1,0
360122104,360122103,360122,2,2006,9,0,2010,2,1
360123105,360123551,360123,NA,2010,4,0,2004,5,0
360123105,360123401,360123,0,2010,5,0,2004,5,0
360123401,360123551,360123,NA,2010,4,0,2010,5,0
360124108,360124109,360124,2,2009,6,1,2002,3,0
360126104,360126103,360126,2,2009,7,1,2004,1,0
360129106,360129105,360129,2,1999,3,0,2007,9,1
360134105,360134103,564846,2,1989,9,1,1993,1,0
360135106,360135401,360135,2,2011,6,0,2002,9,0
360136105,360136106,360136,2,2007,1,1,2000,12,0
360138104,360138105,360138,2,2004,11,1,2000,5,0
360139105,360139104,360139,2,1997,11,1,2000,7,0
360143105,360143104,360143,2,2004,9,0,2009,12,1
360146106,360146101,360146,2,1981,10,1,1991,1,0
360146107,360146551,360146,2,2013,3,1,2009,12,0
360157105,360157621,509327,NA,2017,11,1,2008,4,1
360159104,360159103,360159,2,1991,3,0,1996,5,1
360159104,360159105,360159,2,2002,5,0,1996,5,1
360159105,360159103,360159,2,1991,3,0,2002,5,0
360160109,360160110,108037,2,2000,6,1,1999,5,0
360161105,360161104,360161,2,2000,7,0,2008,8,1
360167104,360167103,360167,2,1991,5,0,1993,3,1
360169105,360169501,360169,NA,2012,7,1,2010,1,0
360172571,360172106,360172,2,2008,2,1,2014,11,1
360173104,360173103,360173,2,1998,12,1,2007,11,1
360174103,360174105,360174,2,2008,11,1,1996,11,0
360174104,360174105,360174,2,2008,11,1,2006,9,0
360174104,360174103,360174,2,1996,11,0,2006,9,0
360175103,360175105,360175,2,2010,6,1,2007,1,0
360175103,360175104,360175,2,2009,3,0,2007,1,0
360175104,360175105,360175,2,2010,6,1,2009,3,0
360176103,360176104,360176,2,2009,6,1,2008,1,0
360177104,360177103,360177,2,2001,7,1,1998,5,0
360181103,360181401,360181,2,2005,8,0,1995,9,0
360181103,360181601,360181,2,2017,9,1,1995,9,0
360181103,360181551,360181,2,2014,12,0,1995,9,0
360181103,360181104,360181,2,2004,7,0,1995,9,0
360181104,360181601,360181,2,2017,9,1,2004,7,0
360181401,360181601,360181,2,2017,9,1,2005,8,0
360181401,360181104,360181,2,2004,7,0,2005,8,0
360181401,360181551,360181,2,2014,12,0,2005,8,0
360181551,360181601,360181,3,2017,9,1,2014,12,0
360181551,360181104,360181,2,2004,7,0,2014,12,0
360182105,360182103,360182,2,1986,11,1,1994,8,0
360183103,360183104,360183,2,2006,8,1,2003,7,1
360183103,360183105,360183,2,2006,8,1,2003,7,1
360183104,360183105,360183,2,2006,8,1,2006,8,1
360184401,360184501,360184,NA,2013,3,0,2012,1,0
360185431,360185103,360185,NA,2006,9,1,2010,10,0
360187104,360187103,360187,2,1991,10,1,2003,7,1
360188103,360188104,360188,2,2006,9,1,2002,7,0
360189105,360189104,360189,2,1993,12,0,1995,2,1
360190551,360190602,360190,NA,2017,2,1,2010,12,1
360191105,360191401,360191,2,2011,7,1,2007,2,1
360192101,360192551,360192,NA,1979,NA,1,1972,12,1
360193104,360193103,360193,2,2003,8,0,2005,12,1
360196105,360196106,360196,2,2009,4,1,2005,10,0
360197104,360197105,360197,2,2009,12,1,2008,2,0
360197104,360197106,360197,2,2005,7,0,2008,2,0
360197106,360197105,360197,2,2009,12,1,2005,7,0
360198103,360198104,360198,2,1998,7,1,2009,1,1
360199105,360199104,360199,2,1996,9,0,2004,5,1
360203105,360203106,360203,2,2007,9,1,2004,8,0
360204103,360204601,360204,NA,2013,6,1,2006,1,1
360207104,360207601,360207,2,2015,10,1,2009,8,1
360214501,360214104,360214,NA,2006,9,0,2013,10,1
360220104,360220103,360220,2,2000,10,0,2005,4,0
360220551,360220101,360220,NA,1971,4,1,1971,4,1
360222104,360222103,360222,2,2003,12,0,2009,7,1
360230106,360230551,360230,2,2015,2,1,2008,10,1
360231105,360231551,360231,NA,2016,6,0,2006,11,0
360231105,360231401,360231,NA,2011,2,0,2006,11,0
360231401,360231551,360231,3,2016,6,0,2011,2,0
360234433,360234434,360234,NA,2008,6,0,2003,2,0
360234433,360234435,360234,NA,2010,11,1,2003,2,0
360234434,360234435,360234,NA,2010,11,1,2008,6,0
360239401,360239501,360239,3,2014,1,0,2012,5,0
360239401,360239601,360239,3,2016,10,1,2012,5,0
360239501,360239601,360239,3,2016,10,1,2014,1,0
360240103,360240106,360240,NA,1991,8,0,1986,12,1
360240103,360240104,360240,NA,1986,3,1,1986,12,1
360240103,360240105,360240,NA,1981,11,0,1986,12,1
360240105,360240104,360240,NA,1986,3,1,1981,11,0
360240106,360240105,360240,NA,1981,11,0,1991,8,0
360240106,360240104,360240,2,1986,3,1,1991,8,0
360240502,360240551,360240,3,2015,6,1,2014,2,1
360240621,360240551,360240,NA,2015,6,1,2017,6,0
360240621,360240502,360240,NA,2014,2,1,2017,6,0
360242104,360242103,360242,1,1988,12,1,1999,5,0
360243105,360243108,360243,NA,1998,11,1,1990,2,0
360243105,360243107,360243,NA,1996,11,0,1990,2,0
360243106,360243107,360243,2,1996,11,0,1994,11,0
360243106,360243108,360243,2,1998,11,1,1994,11,0
360243106,360243105,360243,NA,1990,2,0,1994,11,0
360243107,360243108,360243,2,1998,11,1,1996,11,0
360246103,360246104,360246,0,2005,6,1,2003,6,1
360247103,360247104,360247,NA,1999,9,1,1991,11,1
360248104,360248103,360248,NA,1986,2,1,1996,4,0
360250431,360250105,360250,NA,1986,8,1,1987,12,1
360250551,360250107,360250,3,2010,2,1,2015,9,1
360251104,993428401,993428,NA,2010,9,1,1999,10,1
360252402,360252501,360252,3,2013,4,1,2012,3,0
360252402,360252601,360252,3,2017,9,0,2012,3,0
360252501,360252601,360252,3,2017,9,0,2013,4,1
360256103,360256401,360256,2,2012,6,0,2008,4,1
360262105,360262501,360262,2,2012,10,0,2005,8,1
360262105,360262502,360262,2,2012,10,1,2005,8,1
360262501,360262502,360262,3,2012,10,1,2012,10,0
360265103,360265104,360265,NA,2005,2,1,1991,8,0
360268531,360268103,360268,NA,1981,11,0,1987,2,0
360270104,360270105,360270,2,2008,11,1,2007,5,0
360272501,360272551,360272,3,2015,6,1,2013,12,0
360273105,360273601,360273,2,2017,9,1,2004,11,1
360275103,360275105,360275,2,1983,11,1,1981,12,0
360275104,360275105,360275,NA,1983,11,1,1983,11,0
360275104,360275103,360275,NA,1981,12,0,1983,11,0
360275107,360275501,360275,2,2013,12,1,2009,8,1
360276105,360276104,360276,2,1998,8,1,2008,9,1
360277501,360277551,360277,3,2016,7,0,2012,12,0
360280103,360280501,360280,2,2013,9,1,2003,5,1
360287104,360287101,360287,NA,1992,2,1,1996,10,0
360289105,360289601,360289,0,2018,2,0,2010,1,0
360289501,360289105,360289,3,2010,1,0,2012,9,1
360289501,360289601,360289,0,2018,2,0,2012,9,1
360291531,360291102,360291,NA,1965,2,1,1967,9,1
360292106,360292107,360292,2,2008,1,1,2003,6,0
360293107,360293501,360293,2,2012,7,0,2005,3,0
360293107,360293401,360293,2,2009,10,0,2005,3,0
360293401,360293501,360293,2,2012,7,0,2009,10,0
360294401,360294106,360294,2,2008,1,1,2009,9,1
360298106,360298105,360298,2,1993,1,1,2006,11,0
360298502,360298601,360298,3,2017,7,1,2012,10,1
360301103,360301104,360301,2,2003,12,1,1997,10,0
360305103,360305431,360305,NA,2010,11,1,2009,9,1
360305432,360305104,191922,NA,2006,4,1,2001,10,0
360310109,360310110,360310,2,2006,10,0,2001,12,1
360312104,360312105,360312,0,2008,7,1,2004,2,0
360314104,360314103,360314,2,1999,6,0,2003,11,1
360316104,360316105,360316,2,2004,10,1,2003,7,0
360316104,360316103,360316,2,1997,8,0,2003,7,0
360316105,360316103,360316,2,1997,8,0,2004,10,1
360317105,360317106,191931,2,2008,11,0,2004,7,1
360320521,108211601,108211,NA,2017,8,0,2013,12,1
360320551,108211601,108211,3,2017,8,0,2015,7,0
360320551,360320521,108211,NA,2013,12,1,2015,7,0
360326552,360326621,656711,NA,2017,1,0,2015,6,0
360326552,360326622,656711,NA,2017,1,0,2015,6,0
360326621,360326622,656711,NA,2017,1,0,2017,1,0
360329103,360329104,360329,0,2001,5,0,1999,8,0
360329105,360329103,360329,0,1999,8,0,2004,12,1
360329105,360329104,360329,2,2001,5,0,2004,12,1
360330401,360330502,360330,3,2013,8,0,2010,8,1
360330401,360330501,360330,3,2012,1,1,2010,8,1
360330501,360330502,360330,3,2013,8,0,2012,1,1
360334601,360334602,360334,3,2016,8,0,2016,8,1
360335104,360335101,360335,2,1986,9,0,1989,9,1
360336105,360336601,360336,NA,NA,NA,0,2006,8,0
360337103,360337104,360337,NA,1987,10,1,1985,9,1
360339103,360339104,360339,2,1987,12,1,1985,11,0
360339107,360339401,360339,2,2011,5,0,2009,12,1
360343501,360343502,360343,3,2013,10,1,2012,1,0
360344104,360344103,360344,2,1987,6,1,1987,6,1
360344105,360344103,360344,2,1987,6,1,1989,3,0
360344105,360344104,360344,2,1987,6,1,1989,3,0
360541401,360541601,360541,3,2012,11,1,2011,2,1
363694401,363694551,363694,3,2015,8,1,2012,2,1
367660501,440493105,367660,2,2007,7,1,2012,4,1
370006105,370006401,370006,2,2012,1,1,2004,7,1
370016104,370016103,370016,2,1997,9,0,2005,8,1
370020103,370020551,370020,2,2015,1,0,2005,6,1
370022103,370022401,370022,1,2008,11,1,1998,10,1
370034105,370034106,370034,2,2009,7,0,2003,8,0
370034105,370034107,370034,2,2009,7,1,2003,8,0
370034106,370034107,370034,2,2009,7,1,2009,7,0
370037105,370037101,370037,2,1947,9,1,1935,6,1
370053103,370053601,370053,2,2016,11,0,2009,4,1
370078104,370078401,370078,2,2010,10,1,2002,10,0
370083431,370083502,370083,NA,2013,6,0,2007,5,0
370100103,370100104,370100,NA,1999,11,1,1988,9,0
370105103,370105104,370105,2,2009,7,0,2002,6,0
370111501,370111601,370111,3,2018,7,1,2013,8,1
370112105,370112104,370112,2,1998,1,0,2005,3,1
370115107,108244601,108244,2,2017,3,0,2004,9,1
370115107,108244602,108244,2,2017,3,0,2004,9,1
370116103,370116501,370116,NA,2013,12,1,2006,8,0
370120103,370120551,370120,2,2014,11,1,2003,8,1
370122103,370122401,370122,2,2010,10,1,2002,4,0
370123433,370123601,370123,NA,2017,2,1,2004,6,1
370124103,370124104,370124,2,1987,11,1,1986,11,1
370131431,370131103,370131,2,1994,8,1,1987,9,0
370132105,370132501,370132,2,2014,5,1,2008,6,0
370136104,370136103,370136,2,1999,2,0,2007,12,1
370138571,370138621,638883,1,2017,8,1,2015,1,1
370140103,370140551,370140,2,2014,9,0,2007,10,0
370142105,115650601,115650,2,2017,4,1,2007,1,0
370143433,370143434,370143,NA,2007,10,0,1999,10,0
370145552,370145601,370145,NA,2017,4,1,2016,1,0
370150104,370150103,370150,2,1996,7,0,2004,10,0
370161105,370161601,370161,2,2017,9,1,2009,4,0
370167433,370167551,370167,NA,2015,1,1,2008,5,0
370167433,370167552,370167,NA,2015,1,1,2008,5,0
370167551,370167552,370167,NA,2015,1,1,2015,1,1
370170106,370170105,243886,2,2004,9,0,2010,5,0
370176431,370176102,370176,2,1997,12,1,1988,10,0
370177104,370177103,370177,2,2001,9,0,2008,10,0
370177104,370177601,370177,2,2018,2,1,2008,10,0
370177601,370177103,370177,2,2001,9,0,2018,2,1
370182104,370182551,370182,2,2016,2,0,2007,6,1
370183104,370183103,370183,2,1990,12,0,1999,1,1
370184103,370184104,370184,2,1988,1,0,2002,3,0
370186433,370186434,370186,NA,1997,1,1,1987,5,0
370188551,370188601,370188,3,2017,1,1,2014,11,0
370189401,370189103,370189,2,1998,2,0,2011,8,0
370191104,370191103,370191,2,1988,8,1,1993,7,0
370197103,370197104,370197,2,2008,2,1,2004,4,0
370200401,370200621,370200,NA,2017,3,0,2011,4,0
370202103,370202601,370202,NA,2016,2,0,2005,10,1
370202103,370202104,370202,2,2005,10,1,2005,10,1
370202104,370202601,370202,NA,2016,2,0,2005,10,1
370203104,370203103,370203,1,1999,7,1,2004,7,1
370205103,370205531,370205,NA,1986,9,0,1990,6,0
370205104,370205601,370205,NA,2016,8,1,2007,12,0
370208501,370208502,370208,3,2014,6,0,2014,6,0
370210105,370210104,370210,2,1999,10,0,2002,11,0
370210105,370210106,370210,2,2005,11,1,2002,11,0
370210106,370210104,370210,2,1999,10,0,2005,11,1
370210431,370210101,370210,NA,1942,1,1,1945,11,1
370214401,370214601,370214,1,2016,10,0,2011,10,1
370217103,370217106,370217,2,1987,8,0,1975,12,1
370219103,370219105,370219,1,1991,1,0,1984,12,1
370219103,370219104,370219,1,1985,12,1,1984,12,1
370219104,370219105,370219,2,1991,1,0,1985,12,1
370219401,370219501,370219,1,2013,12,1,2011,6,0
370232551,370232552,370232,3,2014,7,0,2014,7,0
370240582,370240581,370240,NA,1987,8,1,1989,5,0
370243104,370243103,370243,NA,1981,9,1,1983,4,1
370243105,370243601,370243,1,2017,12,1,2006,7,1
370243106,370243501,370243,1,2014,7,1,2008,10,0
370246401,370246601,370246,1,2017,9,0,2012,3,1
370249104,370249103,370249,NA,1987,6,1,1989,7,0
370249401,370249501,370249,1,2014,1,0,2011,9,0
370249401,370249502,370249,1,2014,1,0,2011,9,0
370249501,370249502,370249,3,2014,1,0,2014,1,0
370256401,370256551,528924,1,2014,7,1,2010,10,0
370258501,370258105,124775,1,2007,7,0,2012,7,1
370262104,370262103,370262,2,1997,11,0,2001,12,0
370263552,370263553,370263,NA,2008,9,1,2006,10,0
370272106,370272105,370272,2,2000,10,0,2007,4,0
370276103,370276551,370276,NA,2012,3,0,2004,12,0
370282102,370282105,208709,2,1986,6,1,1983,4,1
370282401,208709602,208709,1,2017,NA,1,2011,3,1
370283102,370283601,370283,1,2016,12,0,2009,1,1
370285103,370285104,370285,2,2000,12,0,2003,5,1
370286104,370286103,370286,2,1992,6,0,1999,12,0
370294103,370294501,370294,1,2014,7,0,2006,11,0
370299401,370299551,370299,1,2016,3,1,2012,3,0
370300103,370300104,370300,2,1988,1,1,1985,6,1
370301104,370301103,370301,2,2000,8,0,2008,3,1
370306551,370306103,370306,1,2000,10,1,2015,9,0
370317104,370317105,370317,2,1993,5,1,1993,5,1
370335104,370335103,370335,2,1998,10,0,2005,5,0
370336103,370336104,370336,1,1990,3,1,2005,5,1
370354105,184708501,184708,1,2012,12,0,2002,5,1
370398104,370398103,370398,NA,1995,3,0,2006,5,1
370399104,370399105,370399,2,2008,12,0,2006,1,0
370416104,370416105,370416,2,2005,9,1,1992,1,0
370430104,370430103,370430,2,1992,2,0,2001,3,1
370439105,370439103,370439,NA,1985,7,1,1988,11,0
370439401,370439601,370439,1,2017,11,0,2012,6,0
370442104,370442103,370442,2,1998,9,0,2006,6,1
370449103,370449104,370449,2,2003,11,0,1993,9,0
370454104,370454103,370454,2,1994,9,0,2003,1,1
370460103,370460104,370460,2,1999,11,1,1990,2,0
370463401,370463571,370463,3,2016,3,1,2011,5,1
370469104,370469103,370469,2,1995,2,0,2006,3,1
370470103,370470104,370470,2,1995,6,0,1988,1,0
370472104,370472103,370472,2,1996,12,0,2006,8,0
370477104,370477103,370477,2,1991,8,0,1998,2,1
370482103,370482601,370482,2,2016,9,0,2004,9,0
370490103,370490104,370490,2,2002,6,1,1995,2,0
370501401,370501551,370501,3,2016,5,1,2011,6,0
370504103,370504102,370504,2,1982,5,1,1998,6,0
370504401,370504601,370504,3,2017,3,1,2010,8,1
370505103,370505401,370505,2,2010,9,1,2003,9,0
370506104,370506501,370506,2,2014,7,1,2009,9,0
370508103,370508501,370508,2,2014,1,0,2005,11,0
370509105,370509601,370509,2,2016,11,0,2008,10,1
370513501,370513601,370513,NA,2016,7,1,2006,5,1
370515104,370515103,370515,2,2000,11,0,2007,9,1
370518104,370518601,370518,2,2017,11,0,2006,2,1
370529105,370529501,370529,2,2013,7,0,2005,10,0
370532104,370532103,370532,2,1994,7,0,2002,3,1
370535103,370535105,370535,2,2002,11,0,2007,12,1
370535103,370535104,370535,2,1997,3,0,2007,12,1
370535105,370535104,370535,2,1997,3,0,2002,11,0
370538105,370538401,601456,2,2011,9,0,2005,8,0
370539103,370539104,370539,2,1993,10,0,1985,9,0
370542104,370542103,370542,2,1995,3,0,2005,4,0
370543103,370543104,370543,2,1995,11,1,1987,8,0
370544551,370544601,370544,3,2017,6,1,2015,10,0
370545104,370545103,370545,2,1997,4,0,2002,5,0
370549401,370549551,370549,3,2015,7,0,2012,2,0
370556104,370556103,370556,2,2000,12,0,2007,8,0
370563106,370563105,370563,2,1996,2,0,2006,12,1
370566103,370566601,370566,2,2017,3,1,2005,9,1
370567103,370567581,370567,NA,1980,10,0,1982,10,1
370568401,370568103,370568,2,1996,6,1,2006,8,0
370570401,370570103,370570,2,2001,9,0,2011,5,0
370571102,370571103,370571,2,2007,12,0,2007,12,0
370587105,370587551,370587,2,2015,3,0,2005,1,1
370593103,370593104,370593,2,2007,2,1,2003,5,0
370597104,370597105,370597,2,1997,3,1,1991,9,0
370598105,370598601,370598,2,2018,1,0,2005,4,1
370603571,370603602,370603,3,2016,11,0,2015,5,1
370605104,370605105,370605,NA,1992,12,1,1988,12,0
370618104,370618103,370618,1,1997,1,0,2003,10,1
370621104,370621101,370621,1,1991,6,1,1993,2,1
370622401,370622601,370622,3,2017,10,1,2012,5,1
370669103,370669401,370669,2,2011,6,0,2005,9,0
370679401,370679551,370679,NA,2013,2,1,2011,11,0
370684103,370684104,370684,2,1991,10,0,1994,9,1
370691572,370691571,125126,NA,2014,NA,0,2014,6,1
370694401,370694601,370694,3,2018,NA,1,2011,10,1
370696105,370696551,370696,2,2015,2,1,2005,7,1
370718101,370718104,370718,2,1988,12,1,1987,1,1
370725401,370725551,370725,3,2015,11,1,2012,1,0
370726502,370726551,370726,3,2015,3,0,2013,10,0
370735552,370735601,370735,3,2017,10,0,2016,2,0
370736401,370736551,370736,3,2016,3,1,2010,10,0
370737401,370737601,370737,3,2017,10,1,2011,9,1
370737431,370737101,370737,NA,1988,12,1,1986,9,1
370739103,370739401,370739,2,2011,2,1,2007,2,0
370764431,370764581,370764,NA,1964,8,1,1968,4,1
370764553,370764552,370764,NA,1999,1,1,1986,9,0
370782434,370782433,370782,NA,1992,11,0,2004,3,0
370787433,370787434,370787,NA,1994,12,0,2003,10,1
370788102,370788581,370788,NA,1984,2,0,1993,8,0
370788552,370788601,370788,NA,2016,7,1,2006,4,0
370793103,370793601,370793,NA,2017,1,1,2006,12,1
370797103,370797104,370797,2,1996,7,0,1992,9,0
385765401,385765601,385765,3,2018,2,1,2012,4,0
391030401,391030551,391030,3,2015,1,0,2012,10,0
394317433,394317434,394317,NA,1996,12,0,1990,4,0
403704433,410464104,403704,NA,1990,2,0,1999,6,0
405873401,405873504,405873,2,2013,6,0,2009,8,0
407475401,407475601,407475,3,2017,8,1,2012,9,1
407475433,407475431,407475,NA,1988,8,1,1984,12,0
407920552,407920553,407920,3,2016,2,0,2012,9,1
407920621,620756521,572489,NA,2011,9,1,2018,3,1
408602434,408602433,408602,NA,1986,12,1,1988,6,1
410007103,410007104,410007,2,1995,8,0,1991,1,0
410018104,227413601,227413,NA,1999,6,1,2008,2,0
410047104,410047103,410047,2,1998,12,0,2003,5,1
410055103,410055501,410055,NA,2014,2,0,2005,11,0
410058104,410058105,410058,2,2000,4,1,1998,5,0
410067104,410067601,410067,1,2016,9,1,2010,4,0
410071103,410071501,410071,2,2013,12,1,2005,4,1
410098401,410098103,410098,2,2000,3,0,2011,8,0
410105104,410105103,410105,NA,1970,8,1,1973,2,1
410105108,410105106,410105,0,1998,9,0,2005,8,0
410109104,410109103,410109,2,1985,4,1,1993,3,1
410109602,410109603,410109,3,2017,8,1,2017,8,1
410113104,410113105,410113,2,1996,1,0,1997,1,1
410117105,410117104,410117,2,1993,5,0,2003,4,0
410119105,410119104,410119,2,1996,8,1,2007,7,0
410120104,410120102,410120,2,1985,7,1,1993,4,0
410120401,410120551,410120,3,2014,8,1,2011,4,0
410124104,410124501,410124,2,2014,7,1,2009,1,1
410125101,410125106,410125,2,1982,10,1,1978,6,0
410129104,410129103,410129,2,1989,10,1,1997,9,0
410136104,410136103,410136,2,1996,6,1,2010,2,1
410137103,410137104,410137,2,2009,11,0,2002,11,0
410138104,410138105,410138,2,1996,1,0,1994,2,1
410138104,410138101,410138,2,1989,10,1,1994,2,1
410138105,410138101,410138,2,1989,10,1,1996,1,0
410138601,410138602,410138,3,2018,8,1,2017,12,1
410142106,410142108,410142,2,1989,11,0,1985,8,1
410144105,410144104,410144,2,1996,10,0,2004,4,1
410146105,410146106,410146,2,2005,7,0,2004,4,1
410147103,410147104,410147,2,1991,12,1,1990,3,1
410151106,410151401,410151,2,2011,12,0,2009,10,0
410151106,410151107,410151,2,2009,10,0,2009,10,0
410151107,410151401,410151,2,2011,12,0,2009,10,0
410152103,410152402,410152,2,2010,11,1,2006,6,1
410152103,410152401,410152,2,2007,7,0,2006,6,1
410152401,410152402,410152,2,2010,11,1,2007,7,0
410153104,410153103,410153,2,1992,8,1,1998,7,0
410153501,410153103,410153,NA,1992,8,1,2011,1,1
410153501,410153104,410153,NA,1998,7,0,2011,1,1
410155105,410155106,410155,2,2008,9,1,2006,8,0
410159104,410159105,410159,2,1989,12,1,1988,4,1
410162105,410162106,410162,2,2009,9,0,2005,10,1
410164105,410164104,434200,2,1994,9,1,1999,11,1
410166103,410166431,410166,NA,1981,5,0,1989,1,0
410166103,410166432,410166,NA,1983,7,0,1989,1,0
410166103,410166433,410166,NA,1986,11,0,1989,1,0
410166431,410166433,410166,NA,1986,11,0,1981,5,0
410166431,410166432,410166,NA,1983,7,0,1981,5,0
410166432,410166433,410166,NA,1986,11,0,1983,7,0
410171105,410171104,410171,2,1988,6,1,1990,8,0
410171502,410171601,410171,NA,2014,8,0,2013,8,1
410172104,410172105,410172,2,1998,1,1,1990,9,0
410174103,410174431,410174,2,2008,3,0,2005,2,1
410175106,410175107,410175,2,2009,1,1,2007,11,0
410176104,410176103,410176,2,1991,4,0,1993,1,1
410177106,410177105,410177,2,1999,4,1,2008,10,0
410178433,410178434,410178,NA,1990,1,1,1988,4,1
410178433,410178435,410178,NA,2003,10,0,1988,4,1
410178435,410178434,410178,NA,1990,1,1,2003,10,0
410178552,410178601,410178,NA,2016,NA,0,2016,4,0
410179103,410179104,410179,NA,1990,2,0,1988,10,1
410179105,410179104,410179,NA,1990,2,0,1990,2,0
410179105,410179103,410179,NA,1988,10,1,1990,2,0
410182106,410182105,410182,2,1998,10,0,2005,3,0
410182106,410182107,410182,2,2009,5,1,2005,3,0
410182107,410182105,410182,2,1998,10,0,2009,5,1
410183401,410183601,410183,3,2017,4,1,2010,5,0
410184105,410184621,657554,2,2017,4,0,2009,9,1
410184105,410184106,657554,2,2007,10,0,2009,9,1
410184106,410184621,657554,2,2017,4,0,2007,10,0
410187105,410187401,410187,2,2012,2,1,2003,11,0
410187105,410187106,410187,2,2009,2,1,2003,11,0
410187106,410187401,410187,2,2012,2,1,2009,2,1
410189104,410189431,410189,2,2010,5,1,2006,11,0
410190104,410190401,410190,2,2012,4,0,2008,8,1
410190104,410190103,410190,2,1994,10,1,2008,8,1
410190401,410190103,410190,2,1994,10,1,2012,4,0
410193401,410193551,410193,3,2014,10,1,2011,7,1
410195104,410195106,410195,0,2010,3,0,2007,9,1
410202103,410202105,410202,2,1993,3,0,2004,7,1
410202103,410202431,410202,2,1988,8,0,2004,7,1
410202431,410202105,410202,2,1993,3,0,1988,8,0
410203106,410203105,410203,2,1988,5,1,1985,9,1
410203108,410203502,410203,2,2014,9,0,2009,11,1
410203501,410203601,410203,3,2016,7,1,2013,4,0
410204103,410204104,410204,2,1987,6,1,1981,12,1
410204106,410204107,410204,NA,2008,8,0,2005,10,1
410204401,410204501,410204,3,2013,5,0,2010,7,1
410205105,410205501,410205,NA,2013,5,0,2008,9,1
410205106,410205103,410205,2,1985,2,1,1989,11,1
410205431,410205432,410205,3,2012,4,1,2011,8,0
410206106,410206107,410206,2,2007,11,1,2004,5,0
410206106,410206105,410206,2,1997,2,0,2004,5,0
410206107,410206105,410206,2,1997,2,0,2007,11,1
410207104,410207103,410207,2,1995,11,1,2004,2,1
410209105,410209103,410209,2,1988,11,1,1990,10,0
410210401,410210402,410210,3,2012,5,0,2010,10,1
410211104,410211105,410211,2,2007,1,0,2004,5,0
410211104,410211103,410211,2,1990,10,1,2004,5,0
410211105,410211103,410211,2,1990,10,1,2007,1,0
410211501,410211551,410211,3,2015,10,1,2013,10,0
410211501,410211601,410211,3,2017,2,0,2013,10,0
410211551,410211601,410211,3,2017,2,0,2015,10,1
410212106,410212107,410212,2,2009,11,1,2007,10,0
410212106,410212551,410212,NA,2012,6,0,2007,10,0
410212107,410212551,410212,NA,2012,6,0,2009,11,1
410213105,410213103,410213,2,1990,7,1,2000,2,0
410213106,410213501,410213,3,2012,10,0,2010,4,1
410214103,410214104,410214,2,2008,9,1,2007,5,0
410214103,410214401,410214,2,2010,9,1,2007,5,0
410214104,410214401,410214,2,2010,9,1,2008,9,1
410215106,410215105,410215,NA,2001,11,1,2005,4,1
410216105,410216106,410216,2,2007,7,0,2004,11,1
410217103,410217104,410217,2,1990,11,1,1989,10,1
410217401,410217501,410217,3,2014,1,0,2011,8,0
410217401,410217601,410217,3,2016,11,1,2011,8,0
410217501,410217601,410217,3,2016,11,1,2014,1,0
410219431,410219432,410219,NA,1994,8,1,1988,5,0
410219431,410219103,410219,NA,1991,12,1,1988,5,0
410219432,410219103,410219,NA,1991,12,1,1994,8,1
410219502,410219503,410219,3,2014,6,0,2013,4,1
410219502,410219601,410219,3,2018,3,0,2013,4,1
