1,2,rep_fid,cred,birthyear_S2,birthmonth_S2,gender_S2,birthyear_S1,birthmonth_S1,gender_S1
100453401,100453551,100453,NA,2016,5,0,2012,1,0
100724602,130492521,100724,3,2014,3,0,2017,10,1
100810601,130547411,100810,3,2010,10,0,2016,9,0
107619552,107619551,107619,NA,2013,9,0,2016,9,1
107619552,360086571,107619,3,2011,4,0,2016,9,1
107643601,340342105,107643,2,2007,11,1,2017,3,0
107824601,350127105,107824,2,2007,2,1,2017,5,1
108244602,108244601,108244,3,2017,3,0,2017,3,0
110009103,110009102,110009,NA,1957,12,1,1955,2,0
110015103,110015104,110015,NA,1965,1,1,1959,11,1
110043103,110043104,110043,2,2002,11,0,1985,7,1
110717601,110717502,110717,3,2013,5,1,2018,9,0
111230552,440460401,111230,3,2011,10,1,2016,10,0
111272602,111272603,111272,NA,2016,6,0,2012,2,1
111308553,111308601,111308,3,2017,12,0,2016,1,1
112416555,112416554,112416,0,2013,NA,0,2016,11,0
113129571,510355107,510355,2,2008,NA,1,2013,NA,0
113205552,113205553,113205,NA,2014,5,1,2012,8,0
113332552,113332621,113332,3,2018,8,0,2014,11,0
113332552,113332553,113332,3,2016,7,1,2014,11,0
113332553,113332621,113332,3,2018,8,0,2016,7,1
113589503,441953571,441953,3,2015,10,1,2013,3,1
114614552,114614601,114614,NA,2018,6,0,2010,3,1
115395552,520197521,115395,3,2013,1,0,2016,3,0
115788431,115788551,115788,3,2014,9,1,2012,3,0
115986551,530207521,115986,NA,2013,2,1,2015,7,1
116282555,116282553,116282,NA,1986,4,1,1999,4,0
117697601,117697602,117697,3,2018,10,1,2018,10,1
117697601,130873551,117697,3,2014,10,0,2018,10,1
117697601,130873105,117697,2,2009,1,0,2018,10,1
118065501,621352105,621352,2,2006,12,1,2014,10,0
118191501,621511551,621511,3,2016,11,1,2012,10,1
118291401,118291551,118291,3,2015,6,0,2011,1,0
120001103,120001401,120001,2,2011,12,0,2004,12,0
120039103,120039601,120039,2,2017,2,0,2009,7,0
120072103,120072104,120072,2,2009,6,1,2001,12,0
120079431,120079531,120079,NA,1976,7,1,1973,10,1
120079503,120079502,120079,NA,2000,9,0,2007,7,1
120080401,120080571,200914,3,2014,12,1,2011,7,0
120082105,120082106,120082,1,2008,11,1,2003,10,0
120086105,120086104,120086,2,1999,9,1,2008,3,1
120088105,120088106,120088,2,2009,5,1,2007,1,0
120093105,120093106,120093,2,2009,9,0,1998,3,1
120095103,120095401,120095,2,2011,10,0,2001,12,1
120096106,120096105,116939,1,2002,5,0,2007,3,1
120097501,120097552,120097,NA,1984,NA,1,1990,1,1
120097553,120097555,120097,NA,2012,NA,1,2006,NA,0
120097554,120097555,120097,NA,2012,NA,1,2010,NA,0
120097554,120097553,120097,NA,2006,NA,0,2010,NA,0
120100105,120100103,120100,2,1989,3,1,1997,8,1
120100501,120100401,120100,3,2010,9,0,2014,5,0
120101104,120101103,120101,1,1997,12,0,2007,9,0
120102401,120102501,120102,3,2014,8,0,2012,2,0
120103105,120103401,120103,2,2011,10,1,2002,2,1
120109601,120109521,120109,3,2014,7,0,2017,4,0
120110105,693086601,693086,2,2018,1,0,2009,1,0
120569555,120569553,120569,NA,1984,5,1,1987,6,0
120569601,120569556,120569,NA,2005,12,0,2017,NA,0
124102571,350009521,350009,0,2013,12,1,2015,12,0
124347572,440226552,440226,3,2015,1,0,2016,8,1
125984552,125984551,125984,1,2013,8,0,2016,2,0
127185601,127185551,127185,3,2015,1,0,2016,10,1
127689502,127689504,360321,NA,2011,9,1,2008,11,1
127689502,127689503,360321,NA,2010,3,0,2008,11,1
127689503,127689504,360321,NA,2011,9,1,2010,3,0
127889552,127889553,127889,NA,2014,4,0,2012,8,0
127889552,127889554,127889,NA,2017,2,1,2012,8,0
127889554,127889553,127889,NA,2014,4,0,2017,2,1
128367501,128367551,128367,NA,2015,2,1,2012,3,0
128750551,410202521,128750,3,2012,10,1,2015,5,1
129682601,510322503,129682,3,2013,10,1,2016,11,1
129938501,129938601,129938,0,2017,5,0,2013,5,1
129938501,411415107,129938,0,2008,5,0,2013,5,1
129938601,411415107,129938,2,2008,5,0,2017,5,0
130006105,130006401,130006,2,2012,8,1,2002,10,1
130007104,130007103,130007,2,1984,8,0,1986,12,1
130009105,130009104,130009,NA,1985,12,0,1989,8,1
130010103,130010102,130010,NA,1988,4,1,1985,12,0
130011103,130011531,130011,NA,1976,6,1,1993,6,0
130011503,130011502,130011,NA,2001,3,1,2012,10,0
130013103,130013104,130013,2,1985,8,1,1985,8,1
130020105,130020106,130020,2,2006,12,1,1995,11,0
130022106,130022107,130022,2,2008,12,0,2001,12,1
130024434,130024433,130024,NA,1999,10,1,2007,5,0
130027105,130027401,130027,2,2011,7,1,2009,2,0
130029106,130029105,130029,2,2003,2,1,2010,1,0
130030104,130030103,130030,2,1991,4,1,2007,3,0
130032105,130032401,130032,2,2010,6,0,2000,5,0
130034106,130034105,130034,2,1999,5,0,2007,12,1
130036105,130036402,630101,NA,2012,5,1,2007,8,0
130036501,130036401,130036,3,2010,9,0,2014,6,1
130037104,130037106,130037,2,1996,4,1,1987,8,1
130037401,130037107,130037,3,2010,3,0,2012,3,1
130040104,130040103,130040,NA,1992,5,1,2001,10,1
130042105,130042601,130042,2,2016,12,1,2005,11,0
130042105,130042401,130042,2,2011,6,0,2005,11,0
130042401,130042601,130042,3,2016,12,1,2011,6,0
130046107,130046106,130046,2,2004,8,1,2009,2,1
130051104,130051103,130051,2,2001,10,1,2010,4,1
130052103,130052104,130052,NA,1987,12,0,1978,4,1
130055104,130055103,130055,2,1997,11,0,2005,7,1
130057105,130057106,130057,2,2007,6,0,2004,6,0
130058104,130058103,130058,NA,1992,1,1,2008,5,1
130059104,130059103,130059,2,1998,3,1,2007,1,1
130062103,130062105,130062,2,1992,11,0,2001,12,0
130062104,130062103,130062,2,2001,12,0,2005,1,1
130062104,130062105,130062,2,1992,11,0,2005,1,1
130063434,130063435,130063,NA,2006,8,0,2006,8,0
130063434,130063433,130063,NA,2001,2,0,2006,8,0
130063435,130063433,130063,NA,2001,2,0,2006,8,0
130065105,130065106,130065,2,2009,12,0,2006,1,1
130066601,130066401,130066,3,2012,4,1,2018,1,0
130068501,130068102,130068,NA,1968,11,1,1972,9,1
130069433,130069551,130069,NA,2015,11,0,2004,2,1
130070401,130070501,130070,3,2013,6,0,2011,1,1
130071433,130071551,130071,NA,2014,9,1,2008,7,1
130072104,130072103,130072,2,2003,8,0,2007,11,1
130073401,130073103,130073,2,2005,4,0,2011,5,0
130073501,130073103,130073,2,2005,4,0,2012,12,1
130073501,130073401,130073,3,2011,5,0,2012,12,1
130074401,130074105,130074,2,2005,8,1,2010,11,1
130074552,130074553,130074,NA,2010,9,0,2006,11,0
130075401,130075105,130075,2,2005,10,0,2012,2,1
130078104,130078103,130078,2,1990,5,1,1995,6,1
130083106,130083501,130083,2,2014,4,1,2004,4,0
130085105,130085106,130085,NA,2007,4,1,2002,7,0
130086104,130086103,130086,1,1994,6,1,2009,6,0
130092103,130092104,130092,2,1993,10,1,1990,5,0
130093501,130093401,130093,2,2009,10,0,2013,10,1
130094601,130094432,130094,NA,2011,10,0,NA,NA,1
130095104,130095103,130095,2,1988,11,1,1990,2,0
130095552,130095601,130095,NA,2017,4,1,2009,4,1
130099106,130099105,130099,2,2000,8,0,2007,6,1
130100105,130100551,130100,2,2014,9,1,2008,4,1
130101103,130101501,130101,2,2014,7,1,2009,6,0
130103105,130103401,130103,2,2011,9,1,2004,10,0
130104105,130104106,130104,2,2006,5,1,1999,9,0
130109104,130109105,130109,NA,1972,8,1,1990,6,0
130109106,130109401,130109,2,2010,12,0,1995,11,1
130132103,130132104,130132,2,1997,8,0,1989,4,1
130134501,130134551,130134,NA,2015,2,0,2011,7,1
130151104,130151501,130151,2,2012,11,1,2005,9,0
130151104,130151103,130151,2,2000,1,0,2005,9,0
130151501,130151103,130151,2,2000,1,0,2012,11,1
130154105,130154106,130154,2,1998,9,0,2006,12,1
130155521,100435552,100435,3,2016,1,0,2012,9,0
130162104,130162103,130162,2,1988,9,1,1990,4,1
130162401,130162601,130162,NA,2017,2,1,2012,1,0
130164106,130164551,130164,3,2014,12,1,2010,3,0
130165103,130165104,130165,2,1997,2,0,2003,8,1
130167105,130167104,130167,2,1985,12,1,1988,3,0
130172103,130172551,130172,2,2014,10,0,2008,5,1
130175102,130175103,130175,2,1988,1,0,1985,3,1
130190104,130190105,500963,2,2007,11,0,2007,11,0
130190104,130190621,500963,2,2017,7,0,2007,11,0
130190105,130190621,500963,2,2017,7,0,2007,11,0
130204104,130204601,130204,2,2017,3,1,2006,3,1
130206102,130206103,130206,2,1989,12,0,1983,8,1
130207102,130207103,130207,2,1981,2,1,1978,2,1
130208107,130208106,500975,2,2000,8,0,2008,5,1
130210551,130210601,130210,3,2018,1,0,2016,5,1
130211106,130211107,519719,2,2000,4,0,2006,10,1
130211112,130211113,574480,2,2007,7,0,1997,4,0
130211401,130211105,130211,2,1998,2,1,2010,4,0
130214104,130214103,130214,2,1986,10,0,1988,6,0
130216103,130216102,130216,2,1996,11,0,2002,7,1
130219434,130219433,130219,NA,1996,12,1,2009,3,1
130220551,130220552,130220,NA,2015,9,1,2012,10,1
130222103,130222104,130222,2,1999,11,0,1993,1,0
130226104,130226103,130226,2,2000,2,1,2010,2,1
130227401,130227104,130227,2,1998,7,0,2010,11,1
130228103,130228601,130228,2,2016,8,0,2003,7,1
130255105,130255601,130255,1,2018,5,1,2009,3,1
130280104,130280105,130280,2,2004,11,0,2002,12,0
130280104,130280103,130280,2,1996,10,0,2002,12,0
130280105,130280103,130280,2,1996,10,0,2004,11,0
130289103,130289601,130289,2,2016,11,1,2003,1,0
130289103,130289104,130289,2,2005,9,0,2003,1,0
130289104,130289601,130289,2,2016,11,1,2005,9,0
130293103,130293501,130293,2,2013,3,0,2005,3,0
130294501,130294601,130294,3,2016,12,1,2013,8,1
130295103,130295601,130295,2,2018,4,0,2009,7,0
130298104,130298103,130298,2,1989,3,1,2001,7,1
130298401,130298551,130298,3,2016,4,1,2011,7,0
130301105,130301501,130301,2,2013,11,1,2009,10,0
130305105,130305601,130305,3,2018,4,1,2010,4,0
130305105,130305501,130305,3,2013,8,0,2010,4,0
130305501,130305601,130305,3,2018,4,1,2013,8,0
130306103,130306601,130306,2,2016,9,1,2002,5,1
130307103,130307104,130307,2,2006,8,1,2002,2,1
130310105,130310501,130310,2,2012,8,1,2008,6,0
130311103,130311106,130311,2,1987,6,0,1992,2,1
130312104,130312103,130312,NA,1991,11,1,1993,4,1
130315552,130315601,130315,3,2017,6,1,2015,12,1
130319103,130319104,130319,2,1990,4,1,1986,4,1
130320103,130320104,130320,2,2009,6,0,2006,6,1
130321103,130321104,130321,2,1989,2,0,1992,2,0
130321106,130321551,130321,2,2014,8,1,2009,12,0
130322104,130322105,130322,2,2009,11,1,2002,5,0
130323104,130323105,130323,2,2010,5,1,2003,8,1
130324105,130324104,130324,2,1985,4,1,1993,7,0
130325105,130325104,130325,2,1990,1,1,1993,8,0
130328102,130328103,130328,NA,2002,8,1,1997,8,0
130332104,130332103,130332,2,2000,9,0,2010,2,0
130332104,130332401,130332,3,2011,6,0,2010,2,0
130332401,130332103,130332,2,2000,9,0,2011,6,0
130333106,130333105,592538,2,2004,3,0,2009,10,1
130336106,130336105,556602,2,2000,4,1,2006,4,0
130339103,130339104,130339,NA,1997,10,0,1992,8,0
130340502,130340601,130340,3,2017,9,1,2014,3,1
130381103,130381102,130381,NA,1999,7,0,2007,9,0
130381103,130381104,130381,NA,2010,3,1,2007,9,0
130381104,130381102,130381,2,1999,7,0,2010,3,1
130385101,130385102,130385,2,1984,12,1,1983,9,1
130389104,130389103,130389,2,1998,12,0,2005,2,0
130391106,130391105,130391,0,1991,10,1,2002,4,1
130393105,130393531,130393,NA,1974,2,1,1980,10,0
130396103,130396104,130396,2,1989,9,1,1986,10,1
130397104,130397105,130397,2,2005,10,1,2003,7,0
130398105,130398106,130398,2,2010,3,1,2003,5,0
130410103,130410501,130410,2,2014,5,1,2009,3,0
130413521,130413621,666313,3,2016,7,0,2013,1,0
130417501,130417105,117324,2,2009,6,1,2013,12,1
130418103,130418104,130418,2,2005,10,1,2002,10,1
130420103,130420104,130420,0,2008,5,1,2004,4,0
130423104,130423103,130423,2,1997,4,1,2010,3,1
130425104,130425401,258713,2,2010,11,0,2005,8,0
130426105,130426401,130426,2,2011,11,1,2004,2,1
130426571,151797552,151797,NA,2012,10,1,2016,7,1
130430105,130430104,691348,2,2000,5,0,2005,10,1
130433105,130433521,130433,2,2014,5,0,2005,4,1
130443105,130443501,130443,2,2013,2,1,2005,9,0
130448104,130448103,130448,2,1990,9,1,1994,1,0
130452104,130452103,130452,2,1999,8,0,2003,12,1
130453103,130453104,130453,2,2006,12,0,2003,12,0
130457401,130457621,219292,3,2017,11,1,2011,8,0
130458104,130458103,130458,2,1986,1,0,1991,2,1
130463552,130463601,130463,3,2017,8,0,2015,6,0
130472105,130472501,130472,2,2013,3,1,2007,3,1
130473571,134674601,134674,3,2017,6,0,2013,6,0
130474105,130474103,130474,2,1985,7,0,1990,5,1
130474621,130474622,501152,NA,2017,11,0,2017,9,1
130475521,258758601,258758,3,2017,12,1,2012,8,0
130479104,130479551,130479,2,2016,7,1,2009,7,0
130480103,130480105,130480,2,1998,1,0,2005,7,1
130483103,130483104,130483,2,2000,11,1,1995,10,0
130485104,130485103,130485,2,1985,4,0,1986,12,0
130485104,130485105,130485,2,1990,11,1,1986,12,0
130485105,130485103,130485,2,1985,4,0,1990,11,1
130486104,130486501,130486,NA,2012,11,1,2006,7,1
130487103,130487105,130487,2,2001,11,0,1993,5,1
130487103,130487104,130487,2,2001,11,0,1993,5,1
130487104,130487105,130487,2,2001,11,0,2001,11,0
130489105,130489106,130489,2,2006,9,0,2003,2,1
130490107,130490501,130490,2,2014,4,0,2008,3,0
130490401,130490105,130490,2,1982,11,1,1988,3,0
130491521,160130601,160130,3,2018,5,0,2013,8,0
130493104,130493103,130493,2,1995,5,1,2002,7,1
130494103,130494104,130494,2,2001,1,1,1995,4,0
130495104,130495103,130495,2,1992,12,1,2002,5,0
130498501,130498601,130498,3,2017,4,0,2012,12,1
130499104,130499103,130499,2,1995,5,0,2003,2,1
130501103,130501104,130501,2,1989,3,1,1987,12,0
130501502,130501601,130501,3,2018,7,1,2013,6,1
130503104,130503103,130503,2,NA,NA,1,1992,4,0
130505103,130505501,130505,NA,2013,2,1,2006,9,1
130506103,130506104,130506,2,2008,11,1,2003,11,1
130507104,130507103,130507,NA,1988,5,0,1992,9,1
130510104,130510103,130510,NA,1981,10,1,1987,2,1
130510106,130510601,130510,3,2015,6,0,2010,6,1
130512104,130512103,130512,1,1981,12,0,1992,6,1
130513103,130513581,130513,NA,1986,3,1,1988,1,0
130513103,130513104,130513,NA,1990,3,0,1988,1,0
130513104,130513581,130513,NA,1986,3,1,1990,3,0
130513552,130513553,130513,NA,2016,3,0,2008,8,0
130518103,130518104,130518,2,2009,4,1,2003,7,1
130523103,130523104,130523,2,1999,8,1,2005,7,0
130526551,130526432,130526,NA,NA,NA,0,2014,8,1
130527104,130527103,130527,2,2001,10,1,2008,2,1
130527104,130527551,130527,2,2015,9,0,2008,2,1
130527551,130527103,130527,2,2001,10,1,2015,9,0
130529104,130529103,130529,2,1993,11,0,1998,8,1
130531502,130531602,130531,3,2017,8,1,2013,2,0
130532102,130532103,130532,NA,1984,10,1,1981,6,1
130534103,130534501,130534,2,2013,3,1,2008,4,0
130535401,130535501,130535,3,2014,7,1,2011,11,0
130537104,130537103,130537,2,1998,3,0,2004,3,0
130537104,130537105,130537,2,2010,5,1,2004,3,0
130537105,130537103,130537,2,1998,3,0,2010,5,1
130538101,130538105,130538,2,1988,10,1,1990,6,0
130541502,130541601,130541,3,2017,9,0,2013,10,1
130543103,130543104,130543,2,2001,10,1,1997,6,1
130543551,130543103,130543,NA,1997,6,1,2008,4,0
130543551,130543104,130543,NA,2001,10,1,2008,4,0
130545104,130545103,130545,2,2000,9,0,2004,7,1
130546103,130546601,130546,3,2015,1,0,2010,4,1
130547401,130547571,130547,3,2015,11,0,2010,10,0
130549103,130549401,130549,2,2011,8,1,2003,11,1
130550521,278085601,278085,3,2018,2,1,2012,9,1
130551104,130551103,130551,2,1992,9,1,1998,10,1
130553103,130553104,130553,2,1993,8,1,1989,4,1
130553401,130553601,130553,3,2017,5,0,2012,1,0
130555105,130555104,130555,2,1985,10,1,1988,8,1
130555106,130555551,130555,NA,2014,8,0,2010,1,0
130555106,151903572,130555,NA,2016,10,1,2010,1,0
130555551,151903572,130555,NA,2016,10,1,2014,8,0
130556105,130556401,648462,2,2012,1,1,2007,3,0
130563103,130563104,130563,2,2009,10,1,2004,10,0
130565103,130565102,130565,2,1995,2,0,2001,12,1
130571103,130571601,130571,2,2017,4,1,2008,9,1
130574103,130574104,130574,2,1993,2,1,1991,5,1
130574502,130574551,130574,3,2016,3,0,2014,7,1
130575103,130575501,130575,2,2013,7,1,2003,12,1
130576103,130576203,130576,NA,1988,2,0,1989,8,1
130577104,130577103,130577,NA,1993,11,1,1999,9,0
130578103,130578104,130578,2,2007,10,0,2002,1,0
130579401,130579621,501242,3,2016,11,0,2011,9,1
130579521,130579622,648479,3,2016,9,0,2012,12,1
130580103,130580104,130580,2,1993,6,0,1990,9,0
130586104,130586105,130586,NA,2000,12,1,1996,9,1
130602104,130602103,130602,2,1996,2,0,2004,7,1
130606106,473437551,473437,2,2016,2,1,2008,4,1
130610601,198912501,130610,3,2013,6,0,2016,12,1
130610621,140925553,140925,NA,2015,2,1,2018,5,0
130620106,130620105,538839,NA,1996,6,1,2005,4,1
130620502,130620621,538839,NA,2017,5,0,2014,1,1
130622104,130622103,130622,2,1995,8,1,2004,9,0
130633105,179613521,130633,0,2012,2,0,2009,10,1
130635106,130635105,1796151,0,2000,12,0,2008,1,1
130636104,130636103,130636,2,1993,7,0,1997,12,0
130636105,130636103,130636,2,1993,7,0,2004,10,1
130636105,130636104,130636,2,1997,12,0,2004,10,1
130646104,130646103,130646,2,1996,3,0,2002,3,0
130656104,130656521,130656,1,2012,9,1,2009,9,0
130662104,130662103,130662,1,1998,6,0,2009,9,0
130672104,130672103,236813,1,1993,3,0,2003,10,0
130676104,130676103,130676,2,1999,1,0,2005,8,1
130682106,130682401,130682,2,2012,10,0,2009,12,1
130693103,130693104,130693,2,2010,8,1,2005,10,1
130694104,130694103,130694,2,1990,11,0,1994,11,0
130694401,130694601,130694,3,2016,10,0,2011,12,0
130697105,130697501,130697,2,2012,10,0,2005,7,0
130698103,130698104,130698,NA,1991,6,0,1989,8,1
130700106,130700601,130700,2,2018,1,0,2007,6,0
130700106,130700501,130700,2,2014,3,0,2007,6,0
130700501,130700601,130700,3,2018,1,0,2014,3,0
130703106,130703401,198996,2,2011,4,0,2007,4,0
130704431,130704102,130704,2,1990,5,1,1992,7,1
130704501,130704551,130704,3,2014,12,0,2012,9,0
130705104,130705501,130705,2,2012,8,0,2008,9,0
130705104,130705551,130705,2,2014,9,1,2008,9,0
130705431,130705103,130705,NA,1987,6,0,1988,2,0
130705431,130705432,130705,NA,1990,4,0,1988,2,0
130705432,130705103,130705,2,1987,6,0,1990,4,0
130705501,130705551,130705,3,2014,9,1,2012,8,0
130707103,130707431,130707,2,1992,11,1,1997,4,1
130710401,130710431,130710,2,1999,3,0,2011,5,0
130710401,130710432,130710,2,1999,3,1,2011,5,0
130710431,130710432,130710,2,1999,3,1,1999,3,0
130712104,130712103,130712,2,2001,6,1,2007,9,1
130715501,130715502,130715,3,2014,6,1,2014,6,1
130716503,130716502,185049,3,2012,12,0,2014,5,0
130717103,130717104,130717,2,2005,7,1,2005,7,1
130719104,130719103,130719,2,2001,11,1,2005,1,1
130721106,130721105,404700,2,1991,3,1,1996,9,0
130722106,130722103,130722,2,1986,10,1,1999,1,0
130727551,985074401,501364,3,2012,2,0,2016,5,1
130733104,130733103,130733,2,1999,4,0,2006,3,0
130735401,130735103,130735,2,1999,7,1,2011,7,0
130736104,130736103,130736,2,1999,2,0,2004,4,0
130737104,130737103,130737,2,2001,4,0,2008,6,1
130746105,134903571,134903,2,2016,12,1,2009,3,1
130750401,130750551,130750,1,2015,2,1,2011,6,0
130755103,130755104,130755,2,1991,4,1,1990,4,1
130756104,130756103,130756,2,1991,11,1,1999,2,1
130777103,130777104,130777,2,2009,4,1,2005,11,0
130788105,130788104,130788,2,1989,9,1,1992,10,0
130790401,130790103,130790,2,1997,9,0,2011,2,1
130794103,130794104,130794,NA,2003,12,1,1995,1,1
130799103,130799104,130799,2,1999,7,0,1996,6,0
130799105,130799103,130799,2,1996,6,0,2003,8,0
130799105,130799106,130799,2,2009,11,1,2003,8,0
130799105,130799104,130799,2,1999,7,0,2003,8,0
130799106,130799104,130799,2,1999,7,0,2009,11,1
130799106,130799103,130799,2,1996,6,0,2009,11,1
130807103,130807104,130807,1,1990,9,1,1984,2,1
130810105,130810106,130810,1,2009,3,1,2007,5,0
130810105,130810104,130810,1,1998,10,0,2007,5,0
130810106,130810104,130810,2,1998,10,0,2009,3,1
130813521,130813551,130813,NA,2005,4,0,2012,1,0
130815104,130815501,101023,2,2013,7,0,2004,8,1
130823104,130823103,130823,2,1993,8,1,2005,2,0
130831433,130831434,130831,NA,2007,12,0,2006,4,1
130836104,130836103,130836,2,1996,4,1,2002,12,1
130837101,130837103,130837,2,1972,3,1,1960,12,1
130841103,130841521,130841,2,2014,7,0,2003,11,0
130841103,130841104,130841,2,2006,1,1,2003,11,0
130841104,130841521,130841,2,2014,7,0,2006,1,1
130844103,130844104,130844,2,2009,3,1,2003,2,0
130846103,130846401,130846,2,2011,5,1,2006,12,0
130849103,130849531,130849,NA,1988,5,1,1992,5,0
130849502,130849503,130849,NA,2014,4,1,2012,11,0
130849532,130849531,130849,NA,1988,5,1,1989,6,1
130849532,130849103,130849,NA,1992,5,0,1989,6,1
130853104,130853103,130853,NA,1995,6,0,1997,9,1
130856104,130856103,130856,2,1993,10,1,2007,2,1
130859551,130859552,130859,3,2016,5,0,2016,5,1
130863104,130863103,130863,2,1997,10,0,2005,12,1
130865101,130865102,130865,2,1974,3,0,1972,12,1
130865104,130865105,130865,2,2005,8,1,1996,2,0
130873105,130873551,117697,2,2014,10,0,2009,1,0
130873105,117697602,117697,2,2018,10,1,2009,1,0
130873551,117697602,117697,3,2018,10,1,2014,10,0
130875401,130875105,185173,0,2004,10,0,2012,6,1
130875551,130875106,130875,NA,2005,3,1,2012,4,0
130876501,130876551,130876,NA,2010,6,0,2014,1,1
130877105,130877106,130877,2,2004,12,0,2008,7,0
130878105,130878103,130878,2,2000,3,1,2006,3,0
130879103,130879104,130879,2,1988,4,0,1986,9,1
130880105,130880401,130880,2,2012,2,0,2008,11,0
130880107,130880103,130880,2,1986,5,1,1990,4,1
130881105,130881106,130881,2,2008,4,1,2002,2,1
130882104,130882103,130882,2,1992,9,0,2002,12,0
130883104,130883103,130883,2,1995,8,0,2002,11,1
130884105,130884106,130884,2,2007,3,1,2002,5,1
130887106,130887401,130887,2,2012,7,0,2009,3,0
130887106,130887601,130887,2,2017,6,1,2009,3,0
130887401,130887601,130887,3,2017,6,1,2012,7,0
130890521,130890551,130890,3,2016,6,1,2013,3,0
130892105,130892401,130892,2,2011,2,0,2008,12,0
130892105,130892551,130892,2,2015,3,1,2008,12,0
130892401,130892551,130892,3,2015,3,1,2011,2,0
130893106,130893401,130893,2,2011,1,0,2008,7,1
130894105,130894101,130894,1,1987,8,1,1986,10,1
130894401,130894551,130894,1,2014,10,1,2010,9,1
130895104,130895401,130895,2,2012,2,1,2007,9,0
130898103,130898104,130898,2,2006,1,0,2003,11,1
130900106,130900501,130900,2,2014,7,1,2006,7,1
130901106,130901501,557040,2,2013,2,1,2009,7,1
130902105,130902401,130902,2,2011,12,1,2007,1,1
130904531,130904102,130904,NA,2000,12,0,2003,12,0
130905106,130905431,130905,2,1991,9,1,1998,11,0
130906401,130906601,130906,3,2017,3,1,2011,2,0
130906401,130906502,130906,3,2014,8,0,2011,2,0
130906502,130906601,130906,3,2017,3,1,2014,8,0
130907105,130907106,130907,2,2000,9,1,1998,11,0
130908103,130908104,130908,2,1995,9,0,1990,5,0
130909103,130909104,130909,2,1997,5,1,1997,5,0
130911105,130911106,160582,2,2009,2,0,2005,6,1
130913104,130913103,130913,2,1994,4,1,2000,4,0
130913502,130913551,130913,3,2015,10,1,2014,6,1
130914401,130914106,253498,2,2008,10,0,2010,12,0
130914401,130914571,253498,3,2013,4,1,2010,12,0
130914571,130914106,253498,2,2008,10,0,2013,4,1
130916103,130916104,130916,2,2000,12,1,1995,9,1
130917105,130917401,130917,3,2012,6,1,2010,6,0
130917106,130917101,693985,NA,1954,8,1,1964,5,1
130918104,130918103,199214,2,2002,12,0,2010,3,0
130920104,130920103,130920,2,1993,3,0,2003,7,0
130925103,130925105,130925,2,1998,10,1,1991,9,0
130925103,130925104,130925,2,1996,4,0,1991,9,0
130925104,130925105,130925,2,1998,10,1,1996,4,0
130926103,130926501,130926,2,2012,8,1,2005,9,0
130928105,130928106,130928,2,2007,9,0,2005,1,1
130933401,130933402,130933,2,2010,10,0,2009,5,1
130935106,130935105,130935,2,1990,9,1,1994,11,0
130935401,130935601,130935,3,2018,1,0,2011,12,1
130937104,130937103,130937,2,1999,11,1,2008,6,0
130940433,130940434,130940,NA,2011,7,0,2009,5,0
131160401,131160551,131160,3,2016,7,0,2010,11,1
131160401,131160552,131160,3,2016,7,0,2010,11,1
131160551,131160552,131160,3,2016,7,0,2016,7,0
131269552,131269553,131269,NA,2013,8,0,2011,1,0
131269552,131269601,131269,NA,2017,11,1,2011,1,0
131269553,131269601,131269,NA,2017,11,1,2013,8,0
132051601,610251401,132051,3,2012,2,1,2017,5,1
132091551,610302401,132091,NA,2010,11,0,2016,2,1
132341502,132341551,132341,NA,2016,5,1,2012,9,0
133246571,621313107,621313,NA,2010,8,1,2016,4,0
133246571,621313571,621313,NA,2016,4,0,2016,4,0
133957501,450182521,133957,NA,2013,10,1,2012,11,0
133957501,133957602,133957,NA,2018,6,1,2012,11,0
133957602,450182521,133957,3,2013,10,1,2018,6,1
134723411,134723601,134723,NA,2016,10,0,2011,7,0
134897401,134897601,134897,NA,2018,5,0,2012,2,1
135165502,135165551,135165,NA,2015,6,0,2008,11,0
135821551,520507107,135821,NA,2009,12,0,2014,6,1
136182551,530276521,136182,3,2012,8,1,2016,12,1
136660521,610235103,610235,2,2004,9,1,2014,10,1
137444521,620628105,620628,NA,2008,9,1,2014,10,1
138101521,138101552,138101,3,2015,3,1,2014,4,0
138109501,621290601,621290,3,2016,10,1,2014,10,1
138862433,138862432,138862,NA,1989,7,1,1991,2,1
140006103,140006521,140006,2,2014,3,0,2007,8,1
140007108,140007107,239974,2,2004,12,1,2010,3,1
140010401,140010103,140010,1,1998,1,0,2010,7,1
140017105,140017106,140017,2,1999,2,0,1993,12,1
140019105,140019571,140019,1,2016,5,1,2008,4,0
140024401,140024621,140024,NA,2017,10,1,2012,5,1
140027401,140027105,140027,1,2000,4,0,2011,11,0
140031105,140031551,140031,1,2014,8,0,2004,8,1
140039103,140039104,140039,2,2005,9,0,2002,4,0
140042104,140042101,140042,NA,1988,12,0,1996,12,1
140046502,140046551,140046,3,2017,1,0,2014,6,0
140047105,140047104,140047,2,1999,10,1,2003,5,1
140061104,140061103,140061,2,1990,7,1,1996,11,0
140065105,140065104,140065,2,1991,8,1,1997,9,1
140067501,140067551,140067,3,2016,8,1,2013,6,0
140069104,140069103,140069,2,1997,5,0,2002,11,1
140075105,140075104,140075,2,1996,5,1,2005,5,1
140077105,140077106,140077,2,1993,10,0,1991,8,0
